"id","name","sub_title","preparation_method","nut_recommend","comment","minutes","meal_types","ingredients"
"35","עוף בלסמי עם ירקות ","","בקערה מערבבים את העוף עם חומץ בלסמי, בצל, זוקיני ופלפל אדום. \r\nמכסים ומכניסים למקרר ל 30 דק\'. \r\nבמחבבת פסים מבשלים את העוף והירקות בערך 12 דק\'.\r\nהופכים את העוף והירקות צד ומבשלים עד 12 דק\' - עד שהעוף שחום ועסיסי והירקות קריספים.\r\nבתאבון!\r\n","המנה דלה בשומן ועשירה בחלבון בזכות העוף.החלבון במנה מהווה מעל ל 60% מהצריכה היומית המומלצת למבוגרים מעל גיל 19. \r\nהמנה צבעונית ומעוררת תאבון. \r\nטיפ משפחתי: הכינו את המנה לארוחת ערב, ריח טוב יתפשט בבית ויעורר תאבון. הזמינו את הילדים לבחור את הירקות שהם רוצים להכניס למנה (בהתאם לתוצאות בדיקת אי הסבילות שלכם). \r\nשימו לב : תוספת מלח למנה תעלה את כמות הנתרן. בכפית מלח יש 2300 מ\"ג נתרן. כאשר הכמות המקסימלית הרצויה הינה 2400 מ\"ג נתרן ליום.","","50","ארוחת צהריים, ארוחת ערב","בצל, עוף, ענב / צימוק, פטריות יער, פלפל, קישוא"
"36","עוף בלסמי עם ירקות ","","בקערה מערבבים את העוף עם חומץ בלסמי, בצל וקישוא\r\nמכסים ומכניסים למקרר ל 30 דק\'. \r\nבמחבבת פסים מבשלים את העוף והירקות בערך 12 דק\'.\r\nהופכים את העוף והירקות צד ומבשלים עד 12 דק\' - עד שהעוף שחום ועסיסי והירקות קריספים.\r\nבתאבון!\r\n","המנה דלה בשומן ועשירה בחלבון בזכות העוף.החלבון במנה מהווה מעל ל 60% מהצריכה היומית המומלצת למבוגרים מעל גיל 19. \r\nהמנה צבעונית ומעוררת תאבון. \r\nטיפ משפחתי: הכינו את המנה לארוחת ערב, ריח טוב יתפשט בבית ויעורר תאבון. הזמינו את הילדים לבחור את הירקות שהם רוצים להכניס למנה (בהתאם לתוצאות בדיקת אי הסבילות שלכם). \r\nשימו לב : תוספת מלח למנה תעלה את כמות הנתרן. בכפית מלח יש 2300 מ\"ג נתרן. כאשר הכמות המקסימלית הרצויה הינה 2400 מ\"ג נתרן ליום.","","50","ארוחת צהריים, ארוחת ערב","בצל, גזר, עוף, ענב / צימוק, פטריות יער, קישוא"
"37","תפוחי אדמה צלויים","","מחממים תנור ל 200 מעלות.\r\nחותכים את הריבועים לקוביות.\r\nבקערה מערבבים את תפוחי האדמה עם התבלינים והשמן.\r\nמניחים בתבנית אפייה.\r\nאופים 45 דק\' עד שהתפוחים קריספים ושחומים.\r\nבתאבון!","תפוחי אדמה מספקים 7 גר\' סיבים ותכולת אשלגן גבוה. \r\nהמנה עשירה בשומן צמחי חד בלתי רווי אשר ידוע בתכונת הורדת ה LDL ללא פגיעה ב HDL.\r\nשימו לב תוספת מלח שולחן למנה תעלה את כמות הנתרן. בכפית מלח יש 2300 מ\"ג נתרן. כאשר הכמות המקסימלית הרצויה הינה 2400 מ\"ג נתרן ליום.","","50","ארוחת צהריים, ארוחת ערב, תוספת","זית, פלפל, שחור, שום, תפוח אדמה"
"38","חטיף יוגורט יווני","","מערבבים את היוגורט עם סירופ המייפל.\r\nשופכים על תבנית עם נייר אפייה. \r\nמפזרים את הגרנולה, אוכמניות והתותים החתוכים.\r\nמכסים בנייר אלומיניום.\r\nמכניסים לפריזר ל 2 שעות (אפשר גם למשך הלילה). \r\nמוצאים, חותכים ומגישים!\r\nשומרים במקפיא את מה שנשאר. \r\nהערה: במידה והשתמשת בגרנולה אשר מכילה רכיבים שונים, אנא בדוק/י את תוית המזון וודאי את תכולת הרכיבים. ","מנה זו היא חלופה קרירה ומרעננת לחטיף תעשייתי ומוכן. השילוב של היוגורט עם הפירות מזכיר גלידה. \r\nניתן להכין את המנה ללא גרנולה או לחלופיין עם אגוזים ספצייפים שאת/ה אוהב/ת (בהתאם לתוצאות בדיקת אי הסבילות שלך). \r\nטיפ משפחתי: הכינו את הגרנולה לבד, שלבו את האגוזים והזרעים האהובים עליכם ובכך תחסכו כסף, תמנעו מחומרים משמרים שמוספים בייצור התעשייתי ותוכלו לשלוט ברמת המתיקות של הגרנולה (שלרוב מאוד מתוקה כשקונים מוכן). \r\n","","120","ארוחת בוקר, נשנוש","אגוז מלך, אוכמניות, גרעיני דלעת, גרעיני חמניה, דבש (תערובת), זית, חלב ( פרה), סירופ מייפל, שקד, תות שדה"
"39","חטיף יוגורט יווני","","מערבבים את היוגורט עם סירופ המייפל.\r\nשופכים על תבנית עם נייר אפייה. \r\nמפזרים את הגרנולה, פטל שחור ופטל אדום.\r\nמכסים בנייר אלומיניום.\r\nמכניסים לפריזר ל 2 שעות (אפשר גם למשך הלילה). \r\nמוצאים, חותכים ומגישים!\r\nשומרים במקפיא את מה שנשאר. \r\nהערה: במידה והשתמשת בגרנולה אשר מכילה רכיבים שונים, אנא בדוק/י את תוית המזון וודאי את תכולת הרכיבים. ","מנה זו היא חלופה קרירה ומרעננת לחטיף תעשייתי ומוכן. השילוב של היוגורט עם הפירות מזכיר גלידה. \r\nניתן להכין את המנה ללא גרנולה או לחלופיין עם אגוזים ספצייפים שאת/ה אוהב/ת (בהתאם לתוצאות בדיקת אי הסבילות שלך). \r\nטיפ משפחתי: הכינו את הגרנולה לבד, שלבו את האגוזים והזרעים האהובים עליכם ובכך תחסכו כסף, תמנעו מחומרים משמרים שמוספים בייצור התעשייתי ותוכלו לשלוט ברמת המתיקות של הגרנולה (שלרוב מאוד מתוקה כשקונים מוכן). \r\n","","120","ארוחת בוקר, נשנוש","אגוז מלך, גרעיני דלעת, גרעיני חמניה, דבש (תערובת), זית, חלב ( פרה), סירופ מייפל, פטל, פטל שחור, אסנה, שקד"
"40","חטיף יוגורט יווני ובוטנים","","מערבבים את היוגורט עם חמאת בוטנים, תותים מעוכים, סירופ מייפל ווניל. \r\nשופכים את הבלילה לתבנית עם נייר אפייה.\r\nמפזרים תותים חתוכים מעל. \r\nבקערה קטנה מערבבים את החמאת בוטנים (קלישוט) עם שמן קוקוס ומחממים במיקרוגל ל 30 שניות. \r\nמזלפים על תערובת היוגרט.\r\nמכניסים לפריזר למשך שעתיים. \r\nמוצאים, שוברים לחתיכות ואוכלים!\r\nמאחסנים בפריזר (אם לא נגמר...)","מנה זו היא חלופה קרירה ומרעננת לחטיף תעשייתי ומוכן. השילוב של היוגורט עם התותים וחמאת הבוטנים יוצר חטיף מתקתק ונמס בפה. \r\nטיפ משפחתי: הכינו את המנה ושמרו אותה במקפיא, טוב לאירוח, כארוחת ארבע לילדים . ","","30","ארוחת בוקר, נשנוש","בוטן, וניל, חלב ( פרה), סירופ מייפל, קוקוס, תות שדה"
"42","חטיפי שוקולד-בוטנים-בייגלה ללא אפייה","","מערבבים חמאת בוטנים ודבש במחבת עד לקבלת תערובת אחידה. \r\nמעבירים לקערה ומערבבים עם יתר החומרים. \r\nשופכים את התערובות לתבנית המרופדת בנייר אפייה. \r\nמכסים בנייר אפייה ובעזרת הידיים מהדקים את התערובת כלפי מטה. \r\nמכניסים לפריזר ל 1-2 שעות.\r\nמוציאים וחותכים לקוביות. ","שיבולת שועל בעקרון היא דגן נטול גלוטן, אך היא מופקת ונארזת במפעלים המפיקים דגנים בעלי גלוטן (חיטה), ולכן ישנו חשש לעקבות גלוטן בשיבולת השועל. \r\nבנוסף, המבנה החלבוני שבשיבולת שועל מזכיר את החלבון הפעיל בגלוטן ולכן לחולי צליאק, ההמלצה בארץ כיום היא להימנע לחלוטין מצריכת שיבולת שועל.\r\nבמידה ותשובת הבדיקה שלך יצאה שלילית לשיבולת שועל, אין לך מה לחשוש. ","","30","ארוחת בוקר, נשנוש","בוטן, דבש (תערובת), פולי סויה, פולי קקאו, קנה סוכר, שיבולת שועל, שמרים, תירס, תירס מתוק, תפוח אדמה"
"43","חטיף בננה אגוזים","","מחממים תנור ל 170 מעלות.\r\nבמעבד מזון מערבבים אגוזי מלך, צימוקים ובננות (בערך 15 שניות או עד לקבלת מרקם אחיד). \r\nבקערה נפרדת מערבבים את שארית החומרים.\r\nמוסיפים לקערה את התערובות ממעבד המזון ומערבבים היטב.\r\nמשמנים תבנית אפיה, שופכים את התערובת  (ניתן לקשט בפרוסות בננה).\r\nאופים למשך שעה עד שהחטיפים שחומים. \r\nחותכים ואוכלים!\r\n \r\n","החטיף עשיר באומגה 3 ואומגה 6 . \r\n. \r\n","","30","ארוחת בוקר, נשנוש","אגוז מלך, בננה, ענב / צימוק, פולי קקאו, קינמון, שיבולת שועל"
"44","ביצה בקן","","מחממים תנור ל 200 מעלות. \r\nאופים את תפוחי האדמה במשך 45 דק\' (הם צריכים להיות עדין מעט קשים). \r\nמקררים, מקלפים, קוצצים ומתבלים לפי הטעם עם מלח ופלפל. \r\nמעלים את חום התנור ל 220 מעלות. \r\nמרססים בשמן תבנית שקעים ומכניסים 3-4 כפות של תפוחי אדמה לכל שקע.\r\nבעזרת האצבעות מהדקים את תפוחי האדמה לתבנית (לתחתית ולצדדים) ויוצרים קן. \r\nמרססים את הקנים בשמן. \r\nאופים במשך 15 דק\' עד שהקנים שחומים. \r\nנותנים לקנים להתקרר מעט ולאחר מכן מכניסים ביצה לכל קן.\r\nאופים במשך 15 דק\' עד שהביצה מוכנה. \r\nמוציאים מתבנית השקעים.\r\nבתאבון!","שימו לב - כל מנת הגשה מכילה 2 ביצים. לאוכלוסייה בריאה מומלצת צריכה של 5-6 ביצים לשבוע.\r\nתוספת מלח שולחן למנה תעלה את כמות הנתרן. בכפית מלח יש 2300 מ\"ג נתרן. כאשר הכמות המקסימלית הרצויה הינה 2400 מ\"ג נתרן ליום.","","80","ארוחת בוקר, ארוחת ערב","ביצי תרנגולות (חלבון וחלמון), זית, חלבון הביצה, חלמון הביצה, פלפל, שחור, תפוח אדמה"
"45","דייסת פולנטה","","מרתיחים את המים, מוסיפים את המלח והפולנטה. \r\nמערבבים ומערבבים ומערבבים.\r\nמבשלים על אש קטנה למשך 30-35 דק. \r\nבמידה והפולטה מתקשה אפשר להוסיף עוד 1/4 כוס מים.\r\nמגישים חם בקערה.\r\nמפזרים מעל שקדים, פירות יבשים, דבש ושמנת (לא חובה).\r\n","בהתאם לבדיקת אי הסבילות שביצעת ולמזונות אליהם קיבלתם תוצאה חיובית, שים/י לב לפירות היבשים אשר את/ה מוסיפים. \r\nהמנה עשירה בסיבים שיכולים לסייע בתהליכי העיכול. \r\nהמנה גם עשירה בשומן צמחי חד בלתי רווי אשר ידוע בתכונת הורדת ה LDL ללא פגיעה ב HDL.\r\n","","40","ארוחת בוקר","דבש (תערובת), שקד, תירס, תירס מתוק"
